Dataset,"BIS Selected property prices"
Retrieved on,Thu Feb 16 15:37:05 GMT 2017
Subject,"BIS property prices: selected series"
"Frequency","Quarterly"
"Unit Multiplier","Units"
"Frequency","Reference area","Value","Unit of measure","Time Period","1966-Q1","1966-Q2","1966-Q3","1966-Q4","1967-Q1","1967-Q2","1967-Q3","1967-Q4","1968-Q1","1968-Q2","1968-Q3","1968-Q4","1969-Q1","1969-Q2","1969-Q3","1969-Q4","1970-Q1","1970-Q2","1970-Q3","1970-Q4","1971-Q1","1971-Q2","1971-Q3","1971-Q4","1972-Q1","1972-Q2","1972-Q3","1972-Q4","1973-Q1","1973-Q2","1973-Q3","1973-Q4","1974-Q1","1974-Q2","1974-Q3","1974-Q4","1975-Q1","1975-Q2","1975-Q3","1975-Q4","1976-Q1","1976-Q2","1976-Q3","1976-Q4","1977-Q1","1977-Q2","1977-Q3","1977-Q4","1978-Q1","1978-Q2","1978-Q3","1978-Q4","1979-Q1","1979-Q2","1979-Q3","1979-Q4","1980-Q1","1980-Q2","1980-Q3","1980-Q4","1981-Q1","1981-Q2","1981-Q3","1981-Q4","1982-Q1","1982-Q2","1982-Q3","1982-Q4","1983-Q1","1983-Q2","1983-Q3","1983-Q4","1984-Q1","1984-Q2","1984-Q3","1984-Q4","1985-Q1","1985-Q2","1985-Q3","1985-Q4","1986-Q1","1986-Q2","1986-Q3","1986-Q4","1987-Q1","1987-Q2","1987-Q3","1987-Q4","1988-Q1","1988-Q2","1988-Q3","1988-Q4","1989-Q1","1989-Q2","1989-Q3","1989-Q4","1990-Q1","1990-Q2","1990-Q3","1990-Q4","1991-Q1","1991-Q2","1991-Q3","1991-Q4","1992-Q1","1992-Q2","1992-Q3","1992-Q4","1993-Q1","1993-Q2","1993-Q3","1993-Q4","1994-Q1","1994-Q2","1994-Q3","1994-Q4","1995-Q1","1995-Q2","1995-Q3","1995-Q4","1996-Q1","1996-Q2","1996-Q3","1996-Q4","1997-Q1","1997-Q2","1997-Q3","1997-Q4","1998-Q1","1998-Q2","1998-Q3","1998-Q4","1999-Q1","1999-Q2","1999-Q3","1999-Q4","2000-Q1","2000-Q2","2000-Q3","2000-Q4","2001-Q1","2001-Q2","2001-Q3","2001-Q4","2002-Q1","2002-Q2","2002-Q3","2002-Q4","2003-Q1","2003-Q2","2003-Q3","2003-Q4","2004-Q1","2004-Q2","2004-Q3","2004-Q4","2005-Q1","2005-Q2","2005-Q3","2005-Q4","2006-Q1","2006-Q2","2006-Q3","2006-Q4","2007-Q1","2007-Q2","2007-Q3","2007-Q4","2008-Q1","2008-Q2","2008-Q3","2008-Q4","2009-Q1","2009-Q2","2009-Q3","2009-Q4","2010-Q1","2010-Q2","2010-Q3","2010-Q4","2011-Q1","2011-Q2","2011-Q3","2011-Q4","2012-Q1","2012-Q2","2012-Q3","2012-Q4","2013-Q1","2013-Q2","2013-Q3","2013-Q4","2014-Q1","2014-Q2","2014-Q3","2014-Q4","2015-Q1","2015-Q2","2015-Q3","2015-Q4","2016-Q1","2016-Q2","2016-Q3","2016-Q4"
"Q:Quarterly","MX:Mexico","R:Real","628:Index, 2010 = 100","Q:MX:R:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.01","94.59","96.27","95.05","95.65","98.34","98.25","96.79","98.18","102.51","101.97","100.04","99.46","101.11","100.76","99.35","99.7","100.28","100.96","100.09","97.84","100.64","101.95","99.57","98.69","99.96","102.52","101.87","100.84","102.44","101.74","100.69","100.09","101.93","102.67","101.09","100.91","101.71","102.67","102","102.71","105.12","108.32","106.46","108.09","110.74","114.6",""
"Q:Quarterly","MX:Mexico","R:Real","771:Year-on-year changes, in per cent","Q:MX:R:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.95","3.96","2.06","1.84","2.64","4.25","3.78","3.35","1.3","-1.37","-1.18","-0.69","0.24","-0.83","0.2","0.75","-1.86","0.37","0.98","-0.53","0.86","-0.67","0.55","2.32","2.18","2.48","-0.76","-1.17","-0.74","-0.49","0.92","0.4","0.82","-0.22","-0.01","0.9","1.78","3.35","5.5","4.37","5.24","5.35","5.8",""
"Q:Quarterly","MY:Malaysia","N:Nominal","628:Index, 2010 = 100","Q:MY:N:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.76","66.04","67.1","68.44","68.93","70.9","71.4","71.54","70.83","71.4","72.1","72.1","72.1","73.3","74.35","75.55","75.48","75.41","77.87","78.3","79.42","79.63","79.85","80.27","80.97","82.31","81.96","82.31","82.87","83.44","83.65","86.18","86.89","87.1","88.15","88.65","90.62","90.76","92.52","90.83","91.25","93.08","93.86","95.83","96.39","98.79","101.18","103.64","104.98","109.21","111.11","113.99","117.58","121.39","124.27","127.94","130.19","135.05","139.41","140.19","142.72","146.45","150.4","151.38","153.85","157.37","161.45","162.3","164.62","168.14","170.11",""
"Q:Quarterly","MY:Malaysia","N:Nominal","771:Year-on-year changes, in per cent","Q:MY:N:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.82","7.36","6.4","4.53","2.76","0.7","0.99","0.79","1.79","2.66","3.12","4.79","4.69","2.88","4.73","3.63","5.22","5.6","2.53","2.52","1.95","3.36","2.65","2.54","2.35","1.37","2.06","4.7","4.84","4.39","5.39","2.86","4.29","4.2","4.95","2.46","0.7","2.56","1.45","5.5","5.63","6.13","7.8","8.16","8.91","10.55","9.81","9.99","12.01","11.15","11.85","12.23","10.72","11.25","12.18","9.58","9.63","8.45","7.88","7.99","7.79","7.45","7.35","7.21","7","6.85","5.36",""
"Q:Quarterly","MY:Malaysia","R:Real","628:Index, 2010 = 100","Q:MY:R:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.33","83.54","84.81","86.03","85.93","88.35","88.82","88.51","87","87.62","88.52","88.12","87.27","88.22","89.42","90.75","90.23","89.97","92.8","92.97","94.08","93.96","93.73","93.28","93.55","94.3","93.08","92.67","92.3","91.8","91.73","94.14","94.29","94.45","94.94","94.76","95.91","93.87","91.92","91.67","93.07","95.03","95.43","96.91","96.99","99.23","100.96","102.77","102.77","106.15","107.26","109.52","112.54","115.99","118.38","121.32","122.76","126.79","129.99","129.11","130.08","133.12","136.13","135.59","139.29","140.03","141.9","141.68","144.09","146.79","147.52",""
"Q:Quarterly","MY:Malaysia","R:Real","771:Year-on-year changes, in per cent","Q:MY:R:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.12","5.75","4.72","2.89","1.24","-0.83","-0.34","-0.44","0.31","0.69","1.02","2.98","3.39","1.98","3.78","2.45","4.27","4.44","1.01","0.33","-0.56","0.36","-0.7","-0.65","-1.34","-2.65","-1.44","1.58","2.15","2.88","3.5","0.66","1.72","-0.61","-3.18","-3.26","-2.96","1.23","3.82","5.72","4.22","4.42","5.79","6.05","5.96","6.97","6.24","6.57","9.5","9.28","10.36","10.78","9.08","9.3","9.81","6.41","5.96","5","4.72","5.02","7.08","5.19","4.24","4.5","3.44","4.82","3.96",""
"Q:Quarterly","NL:Netherlands","N:Nominal","628:Index, 2010 = 100","Q:NL:N:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.99","37.49","38.5","39.01","40.12","41.43","42.95","43.86","45.27","46.48","47.8","48.81","50.02","51.33","53.05","54.57","56.69","59.12","62.25","64.98","67.91","70.53","73.57","75.28","77.1","79.12","81.15","81.85","83.37","84.48","86","85.89","86.6","87.61","88.32","89.33","90.34","91.25","92.67","92.87","93.78","94.78","96.08","96.58","97.68","98.88","100.08","100.87","102.27","103.17","105.17","106.17","106.17","106.37","107.77","105.57","104.47","101.47","100.57","100.47","100.18","100.08","100.18","99.58","99.68","98.28","97.88","96.18","94.28","92.78","89.18","89.48","87.08","85.28","85.78","85.58","85.98","86.38","86.88","87.28","88.18","88.58","90.68","91.48","92.72","93.27","94.26","95.26"
"Q:Quarterly","NL:Netherlands","N:Nominal","771:Year-on-year changes, in per cent","Q:NL:N:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.47","10.51","11.55","12.44","12.85","12.2","11.29","11.29","10.49","10.43","10.99","11.8","13.33","15.16","17.33","19.07","19.79","19.32","18.18","15.86","13.54","12.18","10.3","8.72","8.13","6.77","5.98","4.94","3.88","3.71","2.7","4","4.32","4.15","4.92","3.96","3.8","3.86","3.68","3.99","4.16","4.32","4.16","4.45","4.71","4.35","5.09","5.25","3.81","3.1","2.47","-0.57","-1.6","-4.61","-6.68","-4.83","-4.11","-1.38","-0.4","-0.9","-0.5","-1.8","-2.3","-3.41","-5.42","-5.6","-8.89","-6.96","-7.64","-8.08","-3.81","-4.36","-1.26","1.29","1.28","1.99","2.56","2.55","4.37","4.81","5.15","5.29","3.95","4.13"
"Q:Quarterly","NL:Netherlands","R:Real","628:Index, 2010 = 100","Q:NL:R:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.49","50.91","52.18","52.67","53.79","55.14","57.09","57.89","59.51","60.71","62.06","62.92","64.4","65.58","67.65","69.11","71.44","73.87","77.62","80.57","83.96","86.3","89.56","90.84","91.72","92.73","94.71","94.95","95.56","95.81","97.25","96.9","96.91","97.38","97.83","98.9","99.89","100.02","101.53","101.55","102.02","102.32","103.49","103.72","105.08","105.27","106.47","107.37","108.33","107.92","110.46","111.02","110.1","108.75","109.72","107.87","106.27","102.09","102.1","101.72","101","99.73","100.14","99.14","98.66","95.9","95.11","93.41","91.06","88.58","84.72","84.5","81.69","79.25","79.29","79.58","79.78","79.48","79.57","80.44","81.69","80.8","82.45","83.79","85.4","85.07","85.7","86.66"
"Q:Quarterly","NL:Netherlands","R:Real","771:Year-on-year changes, in per cent","Q:NL:R:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.54","8.32","9.4","9.91","10.63","10.09","8.71","8.68","8.21","8.03","9","9.84","10.94","12.64","14.75","16.59","17.53","16.82","15.38","12.74","9.24","7.46","5.76","4.52","4.19","3.32","2.68","2.05","1.41","1.64","0.6","2.07","3.07","2.71","3.78","2.67","2.13","2.3","1.93","2.14","3","2.88","2.88","3.52","3.09","2.52","3.75","3.39","1.63","0.77","-0.67","-2.83","-3.48","-6.12","-6.94","-5.7","-4.96","-2.32","-1.93","-2.54","-2.32","-3.84","-5.02","-5.78","-7.7","-7.63","-10.93","-9.54","-10.29","-10.54","-6.41","-5.82","-2.33","0.3","0.36","1.07","2.39","1.65","3.61","4.16","4.54","5.29","3.94","3.43"
"Q:Quarterly","NO:Norway","N:Nominal","628:Index, 2010 = 100","Q:NO:N:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.56","24.77","24.84","24.13","23.27","24.49","25.42","26.13","26.99","27.78","28.85","28.78","28.85","30.07","30.57","30.93","31.29","32.72","33.36","34.15","34.65","37.09","37.44","37.87","39.52","41.95","41.53","40.45","42.03","45.39","46.32","47.97","50.83","54.2","52.62","52.62","54.56","56.92","56.92","56.7","58.56","60.71","58.64","58.28","59.64","60.07","59.92","60.64","65.15","66.15","66.3","67.01","69.8","71.74","72.38","72.45","76.96","80.76","83.41","84.41","89.71","93.07","92.93","90.85","93","94.15","90.93","84.55","88.06","92.72","94.36","94.36","97.58","101.16","100.66","100.59","105.75","108.68","109.04","108.54","112.4","116.06","116.7","115.91","119.49","122.71","120.42","117.13","119.92","124.43","124.57","123.93","128.51","132.67","132.16","129.59","134.46","139.97","142.69","142.69"
"Q:Quarterly","NO:Norway","N:Nominal","771:Year-on-year changes, in per cent","Q:NO:N:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.25","-1.16","2.31","8.31","16","13.45","13.52","10.14","6.9","8.25","5.96","7.46","8.44","8.81","9.13","10.42","10.76","13.35","12.23","10.9","14.05","13.13","10.9","6.81","6.34","8.19","11.55","18.58","20.95","19.4","13.6","9.7","7.32","5.02","8.16","7.76","7.35","6.67","3.02","2.78","1.83","-1.06","2.2","4.05","9.24","10.13","10.63","10.51","7.14","8.44","9.18","8.12","10.26","12.57","15.23","16.5","16.56","15.25","11.42","7.63","3.67","1.15","-2.16","-6.93","-5.31","-1.52","3.78","11.6","10.81","9.11","6.68","6.6","8.36","7.43","8.32","7.9","6.3","6.79","7.03","6.79","6.31","5.74","3.19","1.05","0.36","1.4","3.45","5.81","7.16","6.62","6.09","4.56","4.62","5.5","7.96","10.11"
"Q:Quarterly","NO:Norway","R:Real","628:Index, 2010 = 100","Q:NO:R:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.05","35.98","35.98","34.81","33.3","34.71","36.04","36.99","38.16","38.99","40.28","40.02","39.73","41.11","41.71","42.09","42.72","44.3","44.9","45.67","45.87","48.89","49.28","49.56","51.22","54.09","53.39","51.72","53.27","57.13","58.41","59.73","62.65","66.27","64.14","63.56","64.92","66.94","67.64","67.14","68.97","71.1","68.69","67.5","67.18","68.81","68.89","69.38","74.43","75.13","75.32","75.73","78.95","80.25","80.8","80.44","85.15","88.24","91.08","91.43","98.24","101.35","101.31","97.07","98.36","99.33","94.66","87.21","90.92","94.86","96.55","95.99","97.88","100.89","101.12","100.11","104.59","106.87","107.94","107.05","110.28","113.63","115.08","112.97","115.82","117.82","115.27","111.57","113.81","117.31","116.76","115.74","119.61","122.32","121.49","118.05","121.31","124.77","126.09","125.51"
"Q:Quarterly","NO:Norway","R:Real","771:Year-on-year changes, in per cent","Q:NO:R:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-7.64","-3.55","0.16","6.24","14.6","12.34","11.76","8.19","4.11","5.45","3.56","5.19","7.52","7.74","7.65","8.51","7.38","10.37","9.75","8.5","11.68","10.64","8.35","4.37","4","5.62","9.4","15.49","17.6","16","9.8","6.41","3.62","1.02","5.47","5.64","6.24","6.21","1.55","0.53","-2.59","-3.23","0.28","2.79","10.79","9.19","9.33","9.15","6.08","6.81","7.29","6.22","7.86","9.96","12.72","13.66","15.37","14.86","11.23","6.17","0.12","-2","-6.56","-10.17","-7.56","-4.49","1.99","10.07","7.65","6.35","4.73","4.29","6.87","5.93","6.74","6.94","5.43","6.33","6.62","5.53","5.03","3.69","0.17","-1.24","-1.74","-0.43","1.29","3.73","5.1","4.28","4.05","2","1.42","2","3.79","6.32"
"Q:Quarterly","NZ:New Zealand","N:Nominal","628:Index, 2010 = 100","Q:NZ:N:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.92","8.09","8.35","8.62","8.89","9.26","10.06","10.82","11.7","12.7","13.77","14.08","14.39","14.59","14.86","15.23","15.73","16.28","16.82","17.29","17.78","18.4","19.11","19.85","20.48","20.89","21.18","21.65","22.1","23.36","24.52","25.72","26.9","27.67","28.47","28.66","28.83","29.56","29.83","30.4","30.94","31.6","31.93","31.99","31.8","31.24","30.92","31.18","31.01","30.86","31.31","31.51","31.55","31.88","32.18","32.79","33.54","35.43","36.61","37.72","38.42","39.17","39.86","40.97","42.01","43.95","44.63","44.68","45.38","46.96","47.43","47.57","47.61","47.07","46.26","46.33","46.62","47.28","47.81","47.81","47.36","47.49","47.34","47.43","47.2","47.68","47.85","48.31","49.08","50.86","52.08","53.71","55.88","58.95","61","64.92","69.32","71.74","72.88","75.26","77.38","81.53","83.62","85.95","89.27","91.52","92.33","94.48","97.81","101.88","104.74","105.2","105.3","104.67","100.07","98.14","95.87","95.13","96.97","99.17","101.07","101.15","100.04","99.43","99.38","99.98","100.77","102.06","102.19","103.16","104.79","106.93","109.2","111.1","114.26","117.91","119.23","119.89","122.35","123.52","126.79","130.8","136.14","142.31","141.35","146.15","155.39","160.36",""
"Q:Quarterly","NZ:New Zealand","N:Nominal","771:Year-on-year changes, in per cent","Q:NZ:N:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.35","14.48","20.51","25.48","31.57","37.13","36.87","30.11","22.99","14.9","7.96","8.17","9.3","11.59","13.2","13.56","13.05","13.03","13.6","14.79","15.17","13.52","10.84","9.08","7.92","11.81","15.77","18.76","21.71","18.46","16.08","11.43","7.19","6.84","4.8","6.1","7.31","6.89","7.02","5.22","2.8","-1.14","-3.17","-2.54","-2.48","-1.22","1.28","1.07","1.72","3.3","2.77","4.07","6.31","11.13","13.79","15.01","14.57","10.57","8.86","8.64","9.33","12.19","11.98","9.05","8.04","6.85","6.26","6.47","4.9","0.24","-2.47","-2.61","-2.08","0.46","3.36","3.2","1.61","0.44","-0.99","-0.8","-0.34","0.41","1.08","1.86","3.96","6.66","8.85","11.18","13.87","15.92","17.11","20.87","24.04","21.68","19.48","15.92","11.63","13.65","14.73","14.21","15.37","12.25","10.42","9.92","9.57","11.32","13.44","11.35","7.65","2.74","-4.45","-6.71","-8.95","-9.11","-3.1","1.05","5.42","6.33","3.16","0.26","-1.67","-1.16","0.73","2.64","2.82","3.18","4","4.77","6.86","7.69","9.03","10.27","9.19","7.91","7.09","4.76","6.34","9.1","11.27","15.21","11.49","11.74","14.14","12.68",""
